id,product_sync_code,product_group,product_code,sku,msku,active,minimum_price,link_tiki,link_lazada,link_shopee,link_sendo
238,Orico 6228US3-C,Orico,,6508656653150,3369023481539,1,604000,https://tiki.vn/de-cam-o-cung-2-cong-orico-6228us3-dock-o-cung-2-5-3-5-hang-chinh-hang-p9317939.html,,,
239,Orico 35UTS,Orico,ORICO-35UTS,1778759687504,6615598428019,1,304000,https://tiki.vn/dau-doc-du-lieu-o-cung-3-5-va-2-5-sata-3-usb-3-0-orico-35uts-p3777689.html,,,
240,Orico 3139U3,Orico,Orico-3139U3,3072242460338,6205358758984,0,348000,https://tiki.vn/hop-dung-o-cung-di-dong-hdd-box-3-5-inch-orico-3139u3-hang-chinh-hang-p1036160.html,,,
241,Orico 6518US3,Orico,,5553188673146,3361474744560,1,390000,https://tiki.vn/de-cam-o-cung-orico-6518us3-sata-3-usb-3-0-den-p9355285.html,,,
242,Orico 2789U3,Orico,ORICO-2789U3,3253977850490,8053920565564,0,215000,https://tiki.vn/hop-dung-o-cung-2-5-inch-ssd-hdd-sata-3-usb-3-0-orico-2789u3-ngau-nhien-hang-chinh-hang-p9462161.html,,,
243,Orico 2577U3,Orico,ORICO-2577U3,2905314672630,5782854631979,1,134000,https://tiki.vn/o-cung-hdd-box-orico-usb3-0-2-5-2577u3-hang-chinh-hang-p3831591.html,,,
244,Orico 2588US3 (B),Orico,,7967281673398,3366080129879,1,150000,https://tiki.vn/hop-dung-o-cung-2-5-ssd-hdd-sata-usb-3-0-orico-2588us3-hang-chinh-hang-p9742108.html,,,
245,Orico 6638US3-C,Orico,ORICO-6638US3-C,9044560690845,3361080524679,0,1360000,https://tiki.vn/hdd-box-orico-usb3-0-3-5-2-5-6638us3-c-p575554.html,,,
246,Orico 6648US3-C,Orico,,8100977242457,3366040974815,0,1847000,https://tiki.vn/de-o-cung-docking-4-khe-cam-3-5-va-2-5-sata-3-usb-3-0-orico-6648us3-c-p10405324.html,,,
247,Orico 2569S3-V1 (S),Orico,Orico-2569S3-V1,1696075667966,6505029458329,0,156000,https://tiki.vn/hop-o-cung-2-5-ssd-hdd-sata-3-usb-3-0-orico-2569s3-v1-p9416457.html,,,
248,Orico 2538U3,Orico,Orico-2538U3,1799789292131,6222441844553,0,194000,https://tiki.vn/box-dung-o-cung-2-5-orico-2538u3-cong-usb-3-0-hang-chinh-hang-p9461729.html,,,
249,Orico 2538C3,Orico,,6916430602681,4376705090223,0,307000,https://tiki.vn/hop-dung-o-cung-2-5-inch-ssd-hdd-sata-3-usb-3-0-type-c-orico-2538c3-hang-chinh-hang-p9461440.html,,,
250,Orico WS200RU3,Orico,ORICO-WS200RU3,2218796478578,7275874036537,0,2063000,https://tiki.vn/hop-dung-o-cung-hdd-2-khay-orico-3-5-usb-3-0-ws200ru3-eu-sv-bac-hang-chinh-hang-p6568741.html,,,
251,Orico WS500RU3,Orico,,3530616390921,8528153766908,0,4640000,https://tiki.vn/hop-dung-o-cung-hdd-5-khay-orico-3-5-usb-3-0-ws500ru3-eu-sv-bac-hang-chinh-hang-p6568775.html,,,
252,Orico 1106SS,Orico,,6789319063794,4468886837749,0,210000,https://tiki.vn/khay-o-cung-pc-orico-caddy-bay-3-5-sata-1-2-3-1106ss-p9286903.html,,,
253,Orico 2139U3,Orico,ORICO-2139U3,4788404881062,3364245433687,1,134000,https://tiki.vn/hop-dung-o-cung-di-dong-hdd-box-2-5-orico-2139u3-usb3-0-2-5-nhua-trong-suot-hang-chinh-hang-p575388.html,,,
254,Orico L127SS,Orico,,3442861735399,3365878679305,1,182000,https://tiki.vn/khay-o-cung-laptop-caddy-bay-2-5-sata-1-2-3-orico-l127ss-p8521806.html,,,
255,Orico L95SS,Orico,,5618687886357,3369309043017,1,182000,https://tiki.vn/khay-o-cung-laptop-caddy-bay-2-5-sata-1-2-3-orico-l95ss-p8556786.html,,,
256,Orico 2189U3,Orico,,8092988906087,3360744931174,0,136000,https://tiki.vn/hop-o-cung-2-5-ssd-hdd-sata-3-usb-3-0-orico-2189u3-p9285909.html,,,
257,Orico MSA-U3,Orico,Orico-MSA-U3,5148173657319,9568988688135,0,215000,https://tiki.vn/hop-dung-o-cung-2-5-inch-msata3-ssd-usb-3-0-orico-msa-u3-hang-chinh-hang-p9460403.html,,,
258,Orico 1106SS,Orico,,6172390102221,4468886837749,1,210000,https://tiki.vn/hotswap-cho-may-tinh-de-ban-orico-1106ss-den-hang-phan-phoi-chinh-hang-p9489025.html,,,
259,Orico L127SS,Orico,,2547264627270,3365878679305,1,182000,https://tiki.vn/khay-o-cung-laptop-caddy-bay-2-5-sata-1-2-3-orico-l127ss-p10401808.html,,,
260,Orico L95SS,Orico,,6066237063182,3369309043017,1,182000,https://tiki.vn/khay-o-cung-laptop-caddy-bay-2-5-sata-1-2-3-orico-l95ss-p10401617.html,,,
261,Sjcam M20,SJCAM,SJCAM-M20,2607309350003,5218352062293,1,,https://tiki.vn/camera-hanh-trinh-sjcam-m20-4k-wifi-hang-chinh-hang-p9805906.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-m20-4k-wifi-hang-phan-phoi-chinh-thuc-i256639268-s352078599.html

https://www.lazada.vn/products/camera-the-thao-sjcam-m20-den-i1634821-s2032508.html

https://www.lazada.vn/products/xa-kho-camera-hanh-trinh-hanh-dong-sjcam-m20-chat-luong-4k-chong-rung-tuyet-voi-tang-kem-1-gay-selfie-bao-hanh-12-thang-ho-tro-doi-tra-1-vs-1-i210127588-s262576794.html","https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-M20-4K-wifi-B%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.52305609.1086373850

https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-M20-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-h%E1%BB%97-tr%E1%BB%A3-%C4%91%E1%BB%95i-tr%E1%BA%A3-1-1-camera-h%C3%A0nh-%C4%91%E1%BB%99ng-4k-camera-h%C3%A0nh-tr%C3%ACnh-4k-wifi-i.23129214.2034074803","https://www.sendo.vn/camera-hanh-trinh-sjcam-m20-4k-wifi-hang-phan-phoi-chinh-thuc-13481344.html

https://www.sendo.vn/camera-ha-nh-tri-nh-sjcam-m20-6276570.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-m20-9456444.html"
262,Sjcam M20 Air,SJCAM,SJCAM-M20-AIR,1199850624616,3460785481307,1,,https://tiki.vn/camera-hanh-trinh-sjcam-m20-air-full-hd-wifi-hang-chinh-hang-p9804000.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-m20-air-full-hd-wifi-hang-phan-phoi-chinh-thuc-i256306901-s351807426.html

https://www.lazada.vn/products/sjcam-m20-air-wifi-camera-the-thao-gia-re-i210771358-s263664766.html",https://shopee.vn/-M%C3%A3-ELMALL150-gi%E1%BA%A3m-10-%C4%91%C6%A1n-500K-Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-M20-AIR-H%C3%A3ng-ph%C3%A2n-ph%E1%BB%91i-ch%C3%ADnh-th%E1%BB%A9c-i.101818764.1743988520,"https://www.sendo.vn/camera-hanh-trinh-sjcam-m20-air-full-hd-wifi-hang-phan-phoi-chinh-thuc-13475856.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-m20-9456444.html"
263,Sjcam SJ4000 (B),SJCAM,SJCAM-SJ4000-B,6059731644421,7606398035391,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sj4000-12mp-full-hd-wifi-den-hang-chinh-hang-p10142998.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj4000-wifi-2-inch-hang-phan-phoi-chinh-thuc-i244147902-s312754825.html

https://www.lazada.vn/products/camera-hanh-trinh-hanh-dong-sjcam-sj4000-wifi-2-inch-chat-luong-full-hd-ho-tro-ghi-am-zoom-ma-hinh-chong-rung-cuc-tot-bao-hanh-12-thang-ho-tro-doi-tra-1-vs-1-i146275242-s152392237.html

https://www.lazada.vn/products/camera-sjcam-sj4000-wifi-12mp-full-hd-1080p-man-hinh-2-inch-i138439653-s141455090.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj4000-wifi-chat-luong-full-hd-bao-hanh-12-thang-ho-tro-1-doi-1-ho-tro-zoom-man-hinh-ghi-am-ket-noi-wifi-voi-dien-thoai-i265390119-s381770248.html

https://www.lazada.vn/products/camera-hanh-trinh-camera-hanh-trinh-sjcam-sj4000-wifi-2-inch-ho-tro-ghi-am-chong-rung-chong-nuoc-cuc-tot-sale-50-bao-hanh-uy-tin-boi-good-365-i294580151-s468934861.html","https://shopee.vn/Camera-ha%CC%80nh-tri%CC%80nh-camera-h%C3%A0nh-%C4%91%E1%BB%99ng-SJCAM-SJ4000-wifi-2-inch-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-full-HD-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-%C4%91%E1%BB%95i-tr%E1%BA%A3-1-vs-1-i.52305609.1112228569

https://shopee.vn/Camera-ha%CC%80nh-tri%CC%80nh-camera-h%C3%A0nh-%C4%91%E1%BB%99ng-SJCAM-SJ4000-wifi-2-inch-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-full-HD-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-%C4%91%E1%BB%95i-tr%E1%BA%A3-1-vs-1-i.52305609.1112228569

https://shopee.vn/Camera-H%C3%A0nh-%C4%90%E1%BB%99ng-Th%C3%AA%CC%89-Thao-SJCAM-SJ4000-Wifi-12MP-T%E1%BA%B7ng-K%C3%A8m-Ch%C3%A2n-%C4%90%E1%BA%BF-Tripod-Ch%E1%BA%A5t-L%C6%B0%E1%BB%A3ng-Cao-3110-i.3994816.621440182","https://www.sendo.vn/camera-ha-nh-do-ng-sjcam-sj4000-wifi-2-inch-version-mo-i-nha-t-8058636.html

https://www.sendo.vn/sjcam-sj4000-wifi-man-hinh-2inch-full-phu-kien-7533292.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-sj4000-wifi-chi-nh-ha-ng-gia-re-17502788.html

https://www.sendo.vn/sjcam-sj4000-wifi-man-hinh-20-full-phu-kien-bao-hanh-12-thang-7533352.html"
264,Sjcam SJ4000 Air,SJCAM,SJCAM-SJ4000-AIR,2691606262503,7643531111055,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sj4000-air-hang-chinh-hang-p10026885.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj4000-air-hang-phan-phoi-chinh-thuc-i244149592-s312749977.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj4000-air-4k-wifi-i258724807-s359468285.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj4000-air-bao-hanh-12-thang-the-gioi-dien-may-i295630736-s471480579.html","https://shopee.vn/-M%C3%A3-ELMALL150-gi%E1%BA%A3m-10-%C4%91%C6%A1n-500K-Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ4000-AIR-4K-(%C4%90en)-H%C3%A3ng-ph%C3%A2n-ph%E1%BB%91i-ch%C3%ADnh-th%E1%BB%A9c-i.101818764.1639162658

https://shopee.vn/Camera-H%C3%A0nh-Tr%C3%ACnh-SJCAM-SJ4000-AIR-4K-Wifi-i.3994816.1804387914

https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ4000-Air-B%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.52305609.2435512512","https://www.sendo.vn/camera-hanh-trinh-sjcam-sj4000-air-hang-phan-phoi-chinh-thuc-13496769.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-sj4000-air-4k-wifi-bao-hanh-12-thang-shop-the-gioi-dien-may-19822713.html?

https://www.sendo.vn/camera-hanh-trinh-sjcam-sj4000-air-4k-13857546.html"
265,Sjcam SJ5000,SJCAM,SJCAM-SJ5000,6844417921534,9819915908087,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sj5000-hang-chinh-hang-p10194912.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj5000-wifi-2-inch-hang-phan-phoi-chinh-thuc-i244150296-s312759026.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj5000-wifi-full-hd-1080-i272254067-s412414456.html","https://shopee.vn/product/101818764/1638580323/

https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ5000-wifi-Full-HD-1080-i.32460615.2000652064","https://www.sendo.vn/camera-hanh-trinh-sj5000-wifi-20138235.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-sj5000-wifi-full-hd-1080-17781618.html"
266,Sjcam SJ5000X,SJCAM,SJCAM-SJ5000X,2247893245233,5624299129508,0,,https://tiki.vn/camera-hanh-trinh-sjcam-sj5000x-4k-wifi-hang-chinh-hang-p9805730.html,"https://www.lazada.vn/products/camera-hanh-trinh-sj5000x-4k-wifi-hang-phan-phoi-chinh-thuc-i257144215-s354255549.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj5000x-bao-hanh-12-thang-the-gioi-dien-may-i295634072-s471442679.html","https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ5000X-B%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-Th%E1%BA%BF-gi%E1%BB%9Bi-%C4%91i%E1%BB%87n-m%C3%A1y-i.52305609.2435664200

https://shopee.vn/product/101818764/1743520707/","https://www.sendo.vn/sjcam-sj5000x-elite-action-camera-8821829.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-sj5000x-bao-hanh-12-thang-19851337.html

https://www.sendo.vn/camera-hanh-trinh-21082799.html"
267,Sjcam SJ6 Legend (B),SJCAM,SJCAM-SJ6-LEGEND-B,2465574467983,6591428213645,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sj6-legend-hang-chinh-hang-p10145233.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj6-legend-hang-phan-phoi-chinh-thuc-i244150299-s312760016.html

https://www.lazada.vn/products/camera-hanh-trinh-hanh-dong-sjcam-sj6-legend-ma-hinh-cam-ung-chong-rung-muot-ma-chat-luong-quay-4k-ho-tro-mic-ngoai-bao-hanh-12-thang-ho-tro-1-doi-1-trong-vong-7-ngay-i201677521-s251859490.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj6-legend-wifi-4k-i200012414-s250012676.html

https://www.lazada.vn/products/camera-hanh-trinh-hanh-dong-sjcam-sj6-legend-ma-hinh-cam-ung-chong-rung-muot-ma-chat-luong-quay-4k-ho-tro-mic-ngoai-i290228779-s459802495.html

","https://shopee.vn/Camera-ha%CC%80nh-tri%CC%80nh-SJCAM-SJ6-legend-2-m%C3%A0n-h%C3%ACnh-tr%C6%B0%E1%BB%9Bc-v%C3%A0-m%C3%A0n-h%C3%ACnh-sau-c%E1%BA%A3m-%E1%BB%A9ng-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-%C4%91%E1%BB%95i-tr%E1%BA%A3-1-vs-1...-i.52305609.1201993975

https://shopee.vn/-M%C3%A3-ELMALL300-gi%E1%BA%A3m-10-%C4%91%C6%A1n-300K-Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ6-LEGEND-(%C4%90en)-H%C3%A3ng-ph%C3%A2n-ph%E1%BB%91i-ch%C3%ADnh-th%E1%BB%A9c-i.101818764.1639008935

https://shopee.vn/Camera-th%E1%BB%83-thao-SJCAM-SJ6-LEGEND-AIR-ACTION-CAMERA-i.8845801.692521280

","https://www.sendo.vn/camera-hanh-trinh-sjcam-sj6-legend-hang-phan-phoi-chinh-thuc-13512335.html

https://www.sendo.vn/sjcam-sj6-legend-air-action-camera-8821940.html

https://www.sendo.vn/camera-ha-nh-tri-nh-sjcam-sj6-legend-10006814.html

https://www.sendo.vn/camera-ha-nh-tri-nh-sjcam-sj6-legend-6276513.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-sj6-legend-wifi-4k-17562179.html"
268,Sjcam SJ7 Star,SJCAM,SJCAM-SJ7-STAR,4857701415161,5158647610542,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sj7-star-den-hang-chinh-hang-p9805551.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj7-star-4k-30fps-ho-tro-mic-ngoai-chong-rung-sieu-on-ma-hinh-cam-ung-bao-hanh-12-thang-ho-tro-doi-tra-1-voi-1-i220563704-s277152535.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj7-star-den-hang-phan-phoi-chinh-thuc-i158927160-s171132521.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj7-star-4k-30fps-ho-tro-mic-ngoai-chong-rung-sieu-on-ma-hinh-cam-ung-i290242106-s459776780.html

","https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ7-STAR-H%C3%A3ng-ph%C3%A2n-ph%E1%BB%91i-ch%C3%ADnh-th%E1%BB%A9c-i.101818764.1743915500

https://shopee.vn/Camera-ha%CC%80nh-tri%CC%80nh-SJCAM-SJ7-STAR-4K-30FPS-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-h%E1%BB%97-tr%E1%BB%A3-1-%C4%91%E1%BB%95i-1-camera-h%C3%A0nh-%C4%91%E1%BB%99ng-SJCAM-SJ7-Star-i.52305609.1263311358

https://shopee.vn/M%C3%A1y-quay-SJCAM-SJ7-STAR-4K-ACTION-CAMERA-Ultra-4K-30fps-Wifi.-i.8845801.692518706

","https://www.sendo.vn/camera-hanh-trinh-sjcam-sj7-star-4k-wifi-hang-phan-phoi-chinh-thuc-13480200.html

https://www.sendo.vn/camera-ha-nh-tri-nh-sjcam-sj7-star-4k-30fps-camera-wifi-10520817.html

https://www.sendo.vn/sj7-star-4k-action-camera-camera-hanh-trinh-sj7-star-8922911.html

"
269,Sjcam SJ8 Air,SJCAM,SJCAM-SJ8-AIR,8872146862994,8507247405763,1,,https://tiki.vn/camera-the-thao-sjcam-sj8-air-hang-chinh-hang-p7012197.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj8-air-hang-phan-phoi-chinh-thuc-i244146950-s312753716.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj8-air-wifi-i215727588-s270304498.html

","https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ8-AIR-H%C3%A3ng-ph%C3%A2n-ph%E1%BB%91i-ch%C3%ADnh-th%E1%BB%A9c-i.101818764.1638783537

https://shopee.vn/Camera-H%C3%A0nh-Tr%C3%ACnh-SJCAM-SJ8-AIR-H%C3%A3ng-Ph%C3%A2n-Ph%E1%BB%91i-Ch%C3%ADnh-Th%E1%BB%A9c-i.3558559.1466388494

https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ8-Air-uy-t%C3%ADn-gi%C3%A1-r%E1%BA%BB-i.136096670.2064388986

https://shopee.vn/Camera-ha%CC%80nh-tri%CC%80nh-SJCAM-SJ7-STAR-4K-30FPS-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-h%E1%BB%97-tr%E1%BB%A3-1-%C4%91%E1%BB%95i-1-camera-h%C3%A0nh-%C4%91%E1%BB%99ng-SJCAM-SJ7-Star-i.52305609.1263311358","https://www.sendo.vn/camera-hanh-trinh-sjcam-sj8-air-hang-phan-phoi-chinh-thuc-13497399.html

https://www.sendo.vn/sjcam-sj8-air-9924808.html

"
270,Sjcam SJ8 Plus,SJCAM,SJCAM-SJ8-PLUS,2960919693671,7315015920001,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sj8-plus-4k-wifi-hang-chinh-hang-p9805344.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj8-plus-4k-wifi-hang-phan-phoi-chinh-thuc-i256636143-s351995404.html

https://www.lazada.vn/products/camera-hanh-trinh-sj8-plus-4k-wifi-hang-phan-phoi-chinh-thuc-i257140234-s354278001.html

https://www.lazada.vn/products/camera-hanh-trinh-sj8-plus-4k-wifi-hang-phan-phoi-chinh-thuc-i257195049-s354275098.html","https://shopee.vn/-Tr%E1%BA%A3-g%C3%B3p-0-Camera-h%C3%A0nh-tr%C3%ACnh-4K-wifi-SJCAM-SJ8-Plus-H%C3%A3ng-Ph%C3%A2n-Ph%E1%BB%91i-Ch%C3%ADnh-Th%E1%BB%A9c-i.101818764.1742140926

","https://www.sendo.vn/camera-hanh-trinh-sjcam-sj8-plus-4k-wifi-hang-phan-phoi-chinh-thuc-13499050.html

https://www.sendo.vn/sjcam-sj8-plus-10323977.html

https://www.sendo.vn/sjcam-sj8-plus-9948870.html

https://www.sendo.vn/camera-ha-nh-tri-nh-sjcam-sj8-pro-4k-60-fps-phien-ban-day-du-phu-kien-10477232.html"
271,Sjcam SJ8 Pro,SJCAM,SJCAM-SJ8-PRO,3727159758930,4931885635390,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sj8-pro-4k-wifi-hang-chinh-hang-p9804983.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj8-pro-4k-wifi-hang-phan-phoi-chinh-thuc-i256318966-s351925023.html

https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sj8-pro-wifi-4k-i233951774-s297776181.html

","https://shopee.vn/Camera-H%C3%A0nh-Tr%C3%ACnh-SJ8-Pro-4K-Wifi-H%C3%A3ng-Ph%C3%A2n-Ph%E1%BB%91i-Ch%C3%ADnh-Th%E1%BB%A9c-i.3558559.1743946933


https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ8-Pro-4K-wifi-H%C3%A3ng-ph%C3%A2n-ph%E1%BB%91i-ch%C3%ADnh-th%E1%BB%A9c-i.101818764.1743946664

https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-SJCAM-SJ8-Pro-Wifi-4K-i.136096670.2177277152","https://www.sendo.vn/camera-hanh-trinh-sjcam-sj8-pro-4k-wifi-hang-phan-phoi-chinh-thuc-13477289.html

https://www.sendo.vn/camera-hanh-trinh-sjcam-sj8-pro-10309594.html

https://www.sendo.vn/camera-ha-nh-tri-nh-sjcam-sj8-pro-4k-60-fps-phien-ban-day-du-phu-kien-10477232.html

"
272,Sjcam Dash,SJCAM,SJCAM-DASH,3263598914082,3186472072640,1,,https://tiki.vn/camera-hanh-trinh-sjcam-sjdash-4k-wifi-hang-chinh-hang-p9806387.html,"https://www.lazada.vn/products/camera-hanh-trinh-sjcam-sjdash-4k-wifi-hang-phan-phoi-chinh-thuc-i256617352-s352102579.html

https://www.lazada.vn/products/camera-hanh-trinh-sjdash-4k-wifi-hang-phan-phoi-chinh-thuc-i257146170-s354232239.html","https://shopee.vn/Camera-h%C3%A0nh-tr%C3%ACnh-d%C3%A0nh-cho-xe-h%C6%A1i-SJCAM-SJDash-H%C3%A3ng-ph%C3%A2n-ph%E1%BB%91i-ch%C3%ADnh-th%E1%BB%A9c-i.101818764.1743563695

https://shopee.vn/SJCAM-SJDASH-Camera-H%C3%A0nh-Tr%C3%ACnh-wifi-chuy%C3%AAn-cho-%C3%B4t%C3%B4-!-i.8845801.692526123","https://www.sendo.vn/camera-hanh-trinh-sjcam-sjdash-4k-wifi-hang-phan-phoi-chinh-thuc-13531208.html

https://www.sendo.vn/camera-hanh-trinh-oto-sjcam-sjdash-quan-sat-ngay-va-dem-full-hd-12801470.html"
273,Dock Sac Sjcam SJ6,SJCAM,DOCK-SAC-SJCAM-SJ6,7146486446802,5366363229607,1,,https://tiki.vn/dock-sac-pin-doi-kem-cap-cho-camera-hanh-trinh-sjcam-sj6-hang-chinh-hang-p9804717.html,,,
274,Pin Sjcam SJ6,SJCAM,PIN-SJCAM-SJ6,6957931434753,3561592700558,1,,https://tiki.vn/pin-sjcam-sj6-hang-chinh-hang-p7047205.html?,,,
275,Dock Sac Sjcam SJ7,SJCAM,DOCK-SAC-SJCAM-SJ7,3323859812264,6493032260032,1,,https://tiki.vn/dock-sac-pin-doi-kem-cap-cho-camera-hanh-trinh-sjcam-sj7-hang-chinh-hang-p9804141.html,,,
276,Pin Sjcam SJ7,SJCAM,PIN-SJCAM-SJ7,7693777439413,1926587733614,1,,https://tiki.vn/pin-sjcam-sj7-star-hang-chinh-hang-p7036425.html,,,
277,SJ8 Dual Slot Charger,SJCAM,SJ8-DUAL-SLOT-CHARGER,5188275334718,2938088850621,1,,https://tiki.vn/dock-sac-pin-doi-cho-camera-hanh-trinh-sjcam-sj8-hang-chinh-hang-p10160419.html,,,
278,Pin Sjcam SJ8,SJCAM,PIN-SJCAM-SJ8,3126712826060,1445998757427,1,,https://tiki.vn/pin-sjcam-sj8-hang-chinh-hang-p7041797.html,,,
279,Sjcam Car Charger,SJCAM,SJCAM-CAR-CHARGER,3787929919237,9629020686233,1,,https://tiki.vn/sac-xe-hoi-cho-camera-hanh-trinh-sjcam-sj4000-sj5000-m10-hang-chinh-hang-p9803288.html,,,
280,Pin Sjcam SJ4000,SJCAM,PIN-SJCAM-SJ4000,8751240140989,7380682259952,1,,https://tiki.vn/pin-sac-cho-camera-hanh-trinh-sjcam-sj4000-hang-chinh-hang-p9806531.html,,,
281,Dock Sac Sjcam Doi1,SJCAM,DOCK-SAC-SJCAM-DOI1,6042401768169,6042538341006,1,,https://tiki.vn/dock-sac-pin-doi-kem-cap-cho-camera-hanh-trinh-sjcam-sj4000-sj5000-m10-hang-chinh-hang-p10144802.html,,,
282,Dock Sac Sjcam M20,SJCAM,DOCK-SAC-SJCAM-M20,2947829325991,6303329803838,1,,https://tiki.vn/dock-sac-pin-doi-kem-cap-cho-camera-hanh-trinh-sjcam-m20-hang-chinh-hang-p9805196.html,,,
283,Sjcam Gimbal 2,SJCAM,SJCAM-GIMBAL-2,8402855380030,6481137240318,1,,https://tiki.vn/thiet-bi-chong-rung-quay-phim-gimbal-2-cho-camera-hanh-trinh-sjcam-hang-chinh-hang-p9804622.html,,,
284,Dock Sac Sjcam Doi,SJCAM,DOCK-SAC-SJCAM-DOI,7858034460269,2741126289402,1,,https://tiki.vn/dock-sac-pin-doi-cho-sjcam-den-hang-chinh-hang-p9805513.html,,,
285,Dock Sac Sjcam Don,SJCAM,DOCK-SAC-SJCAM-DON,1371651655284,9982523517825,1,,https://tiki.vn/dock-sac-pin-don-cho-camera-hanh-trinh-sjcam-hang-chinh-hang-p10144230.html,,,
286,Sjcam Selfie Stick,SJCAM,SJCAM-SELFIE-STICK,6905270707106,3239413957329,1,,https://tiki.vn/gay-chup-hinh-sjcam-hang-chinh-hang-p10160093.html,,,
287,Sjcam Selfie Stick Monopod,SJCAM,SJCAM-SELFIE-STICK-MONOPOD,2554948085066,5880409498784,1,,https://tiki.vn/gay-chup-hinh-sjcam-new-monopod-hang-chinh-hang-p10146540.html,,,
